j,group,beta_raw,se_raw,beta_anchor_units,se_anchor_units,n_train_positive,fit,is_member
Salt,gari,0.40755935517372505,0.07921801629053507,1.0,0.19437172839957959,5185,probe,False
Tomato (fresh),gari,0.8016053657538537,0.04986278640757964,1.9668432476839202,0.12234484566383043,6699,probe,False
Tomato (paste),gari,0.8513037703291201,0.05088616422920403,2.0887847610963215,0.12485583653824715,5729,probe,False
Bread,millet_sorghum,0.8127217423474002,0.07496295582537943,2.003105100551808,0.1847602584527284,5266,probe,False
Condiment,millet_sorghum,0.6454534321702764,0.05677954972538949,1.5908409911793555,0.13994384515105807,6005,probe,False
Herring (smoked),millet_sorghum,0.5354220928910461,0.05844119012865471,1.319648127193492,0.14403926944406384,5289,probe,False
Millet,millet_sorghum,0.4033371195399144,0.377293716673901,0.9940999474909166,0.9299110985917102,259,probe,True
Millet (flour),millet_sorghum,0.15068223039043022,0.16404296298899596,0.3713846062316545,0.4043146365492831,118,probe,True
Oil (vegetable),millet_sorghum,1.0562408869024427,0.061555300330155105,2.603303686517174,0.1517145778593264,4984,probe,False
Okra,millet_sorghum,0.6537446919353741,0.044121530171948,1.6112763552899516,0.10874578287558745,5030,probe,False
Pepper,millet_sorghum,0.6701785062022129,0.06783071193259906,1.6517805715108025,0.16718150624813807,5785,probe,False
Salt,millet_sorghum,0.4057309534699476,0.052903443013196154,1.0,0.13039045347846429,5185,probe,False
Tomato (fresh),millet_sorghum,0.7974058397688332,0.043629686582832936,1.9653561872692982,0.1075335421409118,6699,probe,False
Tomato (paste),millet_sorghum,0.8525199738097815,0.04764120313269808,2.1011953032391144,0.11742067674466167,5729,probe,False
Bread,palm_shea,0.8433593728425033,0.04611280306843006,1.9268580264360464,0.10535582762825642,5266,probe,False
Condiment,palm_shea,0.6764853126059672,0.036628966380153165,1.5455939618807462,0.08368771385295883,6005,probe,False
Herring (smoked),palm_shea,0.5223146370864921,0.039877345666812204,1.1933538455890111,0.09110942030807456,5289,probe,False
Oil (palm),palm_shea,0.8034486451730082,0.07681893896286959,1.8356723368863184,0.17551140580084415,3320,probe,True
Oil (vegetable),palm_shea,1.0965415871585398,0.04199151659257285,2.5053138988851114,0.0959397540290711,4984,probe,False
Okra,palm_shea,0.6779851896384865,0.03860610744408262,1.549020792946886,0.08820496978335592,5030,probe,False
Pepper,palm_shea,0.6958075844732882,0.05959739080010403,1.589740355263487,0.13616462271685897,5785,probe,False
Salt,palm_shea,0.43768630655284807,0.047924014933396444,1.0,0.10949397825771344,5185,probe,False
Shea Butter,palm_shea,0.4607801412150356,0.13502416113749985,1.052763438829218,0.3084952833021667,959,probe,True
Tomato (fresh),palm_shea,0.8180393753088234,0.045246624870782015,1.8690083812572966,0.10337683448938047,6699,probe,False
Tomato (paste),palm_shea,0.8603524863507411,0.049573952598996066,1.965682895420578,0.11326365905626133,5729,probe,False
Bread,cocoa_forms,0.9107794509273375,0.05052325445126974,2.5560729278369703,0.14179187156409861,5266,probe,False
Cocoa (milk powder beverages),cocoa_forms,0.9826766897589904,0.08070115181609192,2.757850191889976,0.22648515970836378,2997,probe,True
Condiment,cocoa_forms,0.6392019599337989,0.04748382423803041,1.7938995258880346,0.13326180945498914,6005,probe,False
Herring (smoked),cocoa_forms,0.4741694521648295,0.05607103711123399,1.3307411565464742,0.1573615432911228,5289,probe,False
Oil (vegetable),cocoa_forms,1.1108675415024551,0.055652571798340024,3.117613650984503,0.15618713399100298,4984,probe,False
Okra,cocoa_forms,0.6416267167445986,0.043783061691352654,1.800704527070662,0.12287573964600891,5030,probe,False
Pepper,cocoa_forms,0.6862652453541562,0.0624812106046587,1.9259811068191321,0.17535148686373886,5785,probe,False
Salt,cocoa_forms,0.3563198221022856,0.03949555336755232,1.0,0.11084298688332495,5185,probe,False
Tomato (fresh),cocoa_forms,0.8177034276221233,0.0384094738835922,2.2948580934893723,0.10779494011019777,6699,probe,False
Tomato (paste),cocoa_forms,0.86290735655664,0.03932949870963082,2.4217214508737963,0.11037695988280115,5729,probe,False
Bread,goat_mutton,0.8376327383400176,0.07849595494896591,2.2863906294506573,0.21426146284679232,5266,probe,False
Condiment,goat_mutton,0.6499691931625344,0.0634598008104304,1.7741468362655874,0.173218986410815,6005,probe,False
Goat,goat_mutton,0.8137926527696995,0.16804322484652728,2.221317064678943,0.4586884407039588,677,probe,True
Herring (smoked),goat_mutton,0.49545989541573776,0.06835748000514931,1.3524004140431596,0.18658762317046754,5289,probe,False
Mutton,goat_mutton,0.694132829407487,0.25853713409296863,1.8946952812476152,0.7056993521130036,157,probe,True
Oil (vegetable),goat_mutton,1.139399093473645,0.07258010599476421,3.1100878598482273,0.1981136441250249,4984,probe,False
Okra,goat_mutton,0.6761550791243659,0.06748602055856055,1.845623465039249,0.18420889963039264,5030,probe,False
Pepper,goat_mutton,0.7022543008251866,0.08256373991604334,1.9168635362558646,0.2253648319077694,5785,probe,False
Salt,goat_mutton,0.3663559181666488,0.049261508587082926,1.0,0.1344635261622135,5185,probe,False
Tomato (fresh),goat_mutton,0.8506581090266235,0.06201320939945389,2.3219444994462304,0.1692703906894311,6699,probe,False
Tomato (paste),goat_mutton,0.8712162357218485,0.07395978950721778,2.378059675087732,0.20187960898061644,5729,probe,False
Beer,beer_pito,0.468593677465021,0.23594265545095675,1.1776785461315713,0.5929755709575204,539,probe,True
Bread,beer_pito,0.8420711950704213,0.0519362701248707,2.1163093495298706,0.13052722226863592,5266,probe,False
Condiment,beer_pito,0.6463394935044744,0.04238203697395229,1.6243927129695113,0.10651534172546415,6005,probe,False
Herring (smoked),beer_pito,0.5022753109293225,0.06780171934056922,1.2623278682141044,0.17040057110924814,5289,probe,False
Oil (vegetable),beer_pito,1.0384654108957851,0.06607093890607002,2.6098910295326476,0.16605074078972545,4984,probe,False
Okra,beer_pito,0.6247018626329507,0.04394388272310411,1.5700126073642455,0.11044060217945349,5030,probe,False
Pepper,beer_pito,0.6777811510930415,0.04705739273608141,1.7034124850611534,0.11826553478478703,5785,probe,False
Pito,beer_pito,0.5113610832702026,0.2062030572704715,1.2851624041360892,0.5182334469553344,516,probe,True
Salt,beer_pito,0.3978960803898938,0.045482827436006186,1.0,0.11430830731340225,5185,probe,False
Tomato (fresh),beer_pito,0.8238400942790468,0.050040462578256964,2.0704906001380445,0.12576264267097803,6699,probe,False
Tomato (paste),beer_pito,0.8294243121957179,0.06978393886850048,2.084524962857072,0.17538232294251302,5729,probe,False
Bread,crab_shrimp,0.8483019335111506,0.08295581164693314,2.401218281499081,0.23481617053345064,5266,probe,False
Condiment,crab_shrimp,0.6484669968754968,0.0589177038954021,1.835562016700016,0.16677348254061186,6005,probe,False
Crab,crab_shrimp,0.5717471435089075,0.1614512040839786,1.6183974586808145,0.4570066004822947,353,probe,True
Herring (smoked),crab_shrimp,0.5123471867806277,0.03929654678736938,1.4502589028415747,0.11123349224851793,5289,probe,False
Oil (vegetable),crab_shrimp,1.1413120208815926,0.06129659562933885,3.2306177566899508,0.17350721506623845,4984,probe,False
Okra,crab_shrimp,0.6635725337627576,0.05608162977903589,1.8783200134611686,0.15874564157163287,5030,probe,False
Pepper,crab_shrimp,0.7080791106093072,0.04969338924676637,2.0043011078676614,0.14066297625315596,5785,probe,False
Salt,crab_shrimp,0.35327980802376513,0.101365030714523,1.0,0.2869256278233263,5185,probe,False
Shrimp,crab_shrimp,0.44004485184189573,0.28661711494605685,1.2455986497034495,0.8113034156958557,133,probe,True
Tomato (fresh),crab_shrimp,0.8137558096423081,0.03436289295287548,2.303431419402172,0.09726820546325672,6699,probe,False
Tomato (paste),crab_shrimp,0.8353462654539682,0.05530752607709959,2.364545741028523,0.15655445010143082,5729,probe,False
Bread,named_spirits,0.8606302610444406,0.0762666937757236,2.3150224722774517,0.20515094340609757,5266,probe,False
Condiment,named_spirits,0.6614355690100688,0.04593791750096702,1.7792056304918422,0.12356910529186564,6005,probe,False
Gin,named_spirits,0.4014935582622252,0.5015763781308447,1.0799836491035175,1.3491979535175544,112,probe,True
Herring (smoked),named_spirits,0.4977853618834847,0.06257157018686434,1.3390004410634182,0.16831222147880862,5289,probe,False
Oil (vegetable),named_spirits,1.0871617399603584,0.07370745647008153,2.9243729542511683,0.19826681192405773,4984,probe,False
Okra,named_spirits,0.6436548809862589,0.05053872464454658,1.7313770864458538,0.13594488663503565,5030,probe,False
Pepper,named_spirits,0.6510079687829398,0.07787037287314386,1.7511562695172078,0.20946470428216069,5785,probe,False
Salt,named_spirits,0.37175892301286284,0.054398206456673814,1.0,0.1463265656566141,5185,probe,False
Tomato (fresh),named_spirits,0.7592849866165913,0.0649697994717106,2.0424122720796674,0.17476325502875056,6699,probe,False
Tomato (paste),named_spirits,0.8331302960672851,0.050167404432488065,2.2410498968398906,0.1349460667303264,5729,probe,False
Bread,tinned_milk_forms,0.883721274978179,0.056889770443321296,2.2827775903108027,0.14695435853249816,5266,probe,False
Condiment,tinned_milk_forms,0.6557050711643834,0.036379043322669474,1.6937793450136918,0.09397223672813161,6005,probe,False
Herring (smoked),tinned_milk_forms,0.46679049820566304,0.07621593824083236,1.205786166798139,0.19687659533259547,5289,probe,False
Milk (evaporated),tinned_milk_forms,0.7411522401395456,0.0801706056128524,1.9145015206757152,0.20709206293487037,1978,probe,True
Oil (vegetable),tinned_milk_forms,1.1043373902954932,0.04712687112601115,2.8526603558017936,0.12173540272704181,4984,probe,False
Okra,tinned_milk_forms,0.6271519271503229,0.05830168085297245,1.620022517907969,0.15060152368958662,5030,probe,False
Pepper,tinned_milk_forms,0.680529051226828,0.04598143791030513,1.7579032118859361,0.1187765860163364,5785,probe,False
Salt,tinned_milk_forms,0.3871254382069956,0.04165003588303802,1.0,0.10758795928250985,5185,probe,False
Tomato (fresh),tinned_milk_forms,0.8022418273552626,0.04847863627049935,2.072304602536361,0.1252272041202776,6699,probe,False
Tomato (paste),tinned_milk_forms,0.855942300005362,0.04661617899991293,2.2110205518132098,0.12041621241895065,5729,probe,False
Bread,coconut_forms,0.8384867317971594,0.05767611165404155,2.234004267820925,0.15366811984046416,5266,probe,False
Coconut (fresh),coconut_forms,0.4866490356047737,0.08873247484834991,1.2965929945508112,0.2364124797546357,834,probe,True
Condiment,coconut_forms,0.6566859744950876,0.04722246851186833,1.7496272916517233,0.12581617835077888,6005,probe,False
Herring (smoked),coconut_forms,0.4743632926259577,0.0639215209386174,1.263859736876955,0.17030794306834812,5289,probe,False
Oil (vegetable),coconut_forms,1.0845022275018892,0.04079938527784072,2.889470414764562,0.10870297331933902,4984,probe,False
Okra,coconut_forms,0.6603469757316405,0.03792696745481441,1.7593814023332688,0.10104990806229924,5030,probe,False
Pepper,coconut_forms,0.6906339299349115,0.04834300807350792,1.8400758037871636,0.1288016640693181,5785,probe,False
Salt,coconut_forms,0.3753290644404317,0.04237433649724075,1.0,0.11289916106128242,5185,probe,False
Tomato (fresh),coconut_forms,0.8007300365963456,0.0526205485478056,2.1334080210125297,0.14019843793940182,6699,probe,False
Tomato (paste),coconut_forms,0.844180115136521,0.038283948352509964,2.249173312477378,0.10200102251496698,5729,probe,False
Bread,named_processed_fish,0.8935986333985899,0.07089444413307935,2.378682540488654,0.1887148997035051,5266,probe,False
Condiment,named_processed_fish,0.6804898294340431,0.03644780502580132,1.8114052727438006,0.09702091544642799,6005,probe,False
Fish (canned),named_processed_fish,0.5977160448492268,0.0700131427130834,1.5910685926693948,0.18636895128516506,1456,probe,True
Herring (smoked),named_processed_fish,0.48000168627431883,0.06532556661642758,1.2777231162534095,0.17389102775038995,5289,probe,False
Mackerel (processed),named_processed_fish,0.6974579858451706,0.11068455489108392,1.8565730425801563,0.2946327449269293,1360,probe,True
Oil (vegetable),named_processed_fish,1.1161099209021574,0.05079885760301066,2.970988408989574,0.135222180451962,4984,probe,False
Okra,named_processed_fish,0.6357801652543814,0.056546207292283136,1.692392000341184,0.15052112994560712,5030,probe,False
Pepper,named_processed_fish,0.6830914999888708,0.04985754378790427,1.8183306955159184,0.13271648421046428,5785,probe,False
Salt,named_processed_fish,0.37566956421810604,0.05130771846454051,1.0,0.13657672420529735,5185,probe,False
Tomato (fresh),named_processed_fish,0.8020644900497307,0.04287080652392183,2.135026540462747,0.11411839181901869,6699,probe,False
Tomato (paste),named_processed_fish,0.8939742943607427,0.04748950416154656,2.3796825175906973,0.12641296683266876,5729,probe,False
Tuna (processed),named_processed_fish,0.20932989668233326,0.1689792716569421,0.5572181422735663,0.4498082563825591,138,probe,True
Bread,chicken_cuts,0.8528586342258054,0.07294902296793077,2.3032083994448893,0.19700428146987797,5266,probe,False
Chicken (breast),chicken_cuts,0.35685028248102424,0.09895184157070902,0.9637008232913868,0.26722683396772146,326,probe,True
Chicken (thigh),chicken_cuts,0.6181162013054669,0.06187113930842313,1.6692689380720853,0.1670876297895997,1901,probe,True
Chicken (wing),chicken_cuts,0.4370314462443854,0.11986765737237556,1.1802360407892785,0.3237115557051881,666,probe,True
Condiment,chicken_cuts,0.6444483550418728,0.05199529510068444,1.7403808846799997,0.14041717536954093,6005,probe,False
Herring (smoked),chicken_cuts,0.5180434501732786,0.06107101329952813,1.39901500416844,0.16492682978084544,5289,probe,False
Oil (vegetable),chicken_cuts,1.1113471535517192,0.0739208650103637,3.0012759395735733,0.1996288134441566,4984,probe,False
Okra,chicken_cuts,0.6455288094292911,0.057406563113373534,1.7432987323987814,0.15503070853707074,5030,probe,False
Pepper,chicken_cuts,0.7006068807697491,0.03786485684534242,1.892041175103513,0.10225687215928546,5785,probe,False
Salt,chicken_cuts,0.3702915612982995,0.046446042913297986,1.0,0.12543100563904555,5185,probe,False
Tomato (fresh),chicken_cuts,0.8115344164851477,0.03916616239024125,2.1916092649796894,0.1057711449132641,6699,probe,False
Tomato (paste),chicken_cuts,0.8745722455311983,0.029679279008797885,2.3618476274879523,0.0801511082368114,5729,probe,False
Bread,pork_cuts,0.8212508544875076,0.06530660011288811,2.1587829162124508,0.17166834210187787,5266,probe,False
Condiment,pork_cuts,0.6473010153299088,0.04469984900352892,1.7015292780586535,0.11750035918843875,6005,probe,False
Herring (smoked),pork_cuts,0.48418203331169896,0.04988922662532395,1.272746197022317,0.13114142841167536,5289,probe,False
Oil (vegetable),pork_cuts,1.0623306117537412,0.035534694512817516,2.792497765441757,0.0934083551060289,4984,probe,False
Okra,pork_cuts,0.6432717873349331,0.0335543020153,1.6909378387760647,0.08820259188803622,5030,probe,False
Pepper,pork_cuts,0.679891860146455,0.06320416197356642,1.787199276001969,0.1661417633315051,5785,probe,False
Salt,pork_cuts,0.38042308391451357,0.059461438479139,1.0,0.15630344475231903,5185,probe,False
Tomato (fresh),pork_cuts,0.7954602594061025,0.03888311201140714,2.090988410116705,0.10221018033738646,6699,probe,False
Tomato (paste),pork_cuts,0.8414788729155709,0.025230161429648137,2.211955342606557,0.0663213209094265,5729,probe,False
Bread,sausage,0.8212508544875076,0.052459102943860116,2.1587829162124508,0.13789673960912532,5266,probe,False
Condiment,sausage,0.6473010153299088,0.05275123678289092,1.7015292780586535,0.13866465788586285,6005,probe,False
Herring (smoked),sausage,0.48418203331169896,0.053347342567585276,1.272746197022317,0.14023161270511433,5289,probe,False
Oil (vegetable),sausage,1.0623306117537412,0.048437496130053055,2.792497765441757,0.12732533376165375,4984,probe,False
Okra,sausage,0.6432717873349331,0.033020999208328135,1.6909378387760647,0.08680072425822724,5030,probe,False
Pepper,sausage,0.679891860146455,0.03761620333604313,1.787199276001969,0.0988799179823063,5785,probe,False
Salt,sausage,0.38042308391451357,0.035693514025766745,1.0,0.09382583637797222,5185,probe,False
Tomato (fresh),sausage,0.7954602594061025,0.04246618448788324,2.090988410116705,0.11162883190712472,6699,probe,False
Tomato (paste),sausage,0.8414788729155709,0.0570785676893656,2.211955342606557,0.15003970606103378,5729,probe,False
Bread,millet_sorghum_grain,0.7753667478465185,0.13991132470242532,1.7628298455153433,0.3180944496214649,5266,probe,False
Condiment,millet_sorghum_grain,0.6394370284791634,0.07613807903710644,1.4537877478772707,0.17310321661277314,6005,probe,False
Guinea Corn/Sorghum,millet_sorghum_grain,0.7306580370492819,0.4867965367362716,1.6611826573082424,1.106752986294006,199,probe,True
Herring (smoked),millet_sorghum_grain,0.5179272336494518,0.04528387557632318,1.177529972517188,0.10295485021540733,5289,probe,False
Millet,millet_sorghum_grain,0.5796582977695871,0.3337022898889373,1.317878217433072,0.7586865928502211,259,probe,True
Oil (vegetable),millet_sorghum_grain,1.0262436146107172,0.08237847153983986,2.3332092556584882,0.18729101894257622,4984,probe,False
Okra,millet_sorghum_grain,0.7019695302751084,0.10476897924048281,1.5959580960212878,0.2381968068688178,5030,probe,False
Pepper,millet_sorghum_grain,0.6733549465838322,0.12161133870436014,1.5309016020613955,0.27648863975213595,5785,probe,False
Salt,millet_sorghum_grain,0.43984208108290157,0.04247432167545087,1.0,0.09656720787351245,5185,probe,False
Tomato (fresh),millet_sorghum_grain,0.8026024507569287,0.07049043422954575,1.8247513943661384,0.16026305181167896,6699,probe,False
Tomato (paste),millet_sorghum_grain,0.8316122243149197,0.08909328232634661,1.8907063695848991,0.20255743176504815,5729,probe,False
