j,group,beta_raw,se_raw,beta_anchor_units,se_anchor_units,n_train_positive,fit,is_member
Condiment,cocoa_forms,0.6796887801198603,0.09204242701817443,1.3039439668976345,0.1765781206330928,5998,probe,False
Herring (smoked),cocoa_forms,0.670558397370015,0.10444808994104401,1.2864278509187483,0.200377673894497,5229,probe,False
Maize (flour/dough),cocoa_forms,0.6333300234044027,0.09135783318605761,1.2150073492866504,0.17526476660508217,6101,probe,False
Okra,cocoa_forms,0.622487515316629,0.15789413326009907,1.194206618980939,0.302910844632054,5713,probe,False
Pepper,cocoa_forms,0.8056742068268679,0.09835475015934424,1.5456397869208176,0.1886879507756254,6797,probe,False
Salt,cocoa_forms,0.5212561255503849,0.0974061092316532,1.0,0.18686803752915873,5116,probe,False
Tomato (fresh),cocoa_forms,0.7425644616722947,0.06810678453287082,1.4245673581067932,0.13065896244568465,6928,probe,False
Tomato (paste),cocoa_forms,0.6639423812179023,0.07042078196995108,1.2737354031415122,0.1350982338971941,5711,probe,False
Bread,goat_mutton,0.2701975359537219,0.43883771317557707,1.0784161044317195,1.7514950883992737,5218,probe,False
Condiment,goat_mutton,0.4520897743905221,0.2407614471734619,1.804386896537596,0.9609303839196299,5998,probe,False
Goat,goat_mutton,1.3536312028180333,0.3080021987575573,5.402631387542593,1.2293025921502811,731,probe,True
Herring (smoked),goat_mutton,0.5810035340538904,0.14140473995306135,2.318909258901506,0.5643765338943691,5229,probe,False
Maize (flour/dough),goat_mutton,0.5375348242017003,0.21109782327874346,2.145416349064236,0.842536522143818,6101,probe,False
Mutton,goat_mutton,1.577619114017863,0.625496872523919,6.296615005058965,2.4964916805051893,157,probe,True
Okra,goat_mutton,0.45594128621823454,0.2999231653579459,1.8197591032705462,1.1970574434459091,5713,probe,False
Pepper,goat_mutton,0.6498159411556005,0.2180009078234869,2.593554280149612,0.8700882076802104,6797,probe,False
Salt,goat_mutton,0.2505503532851123,0.20349010623417296,1.0,0.8121724977278821,5116,probe,False
Tomato (fresh),goat_mutton,0.6544396784249138,0.20082810237317336,2.612008603636643,0.8015478714757276,6928,probe,False
Tomato (paste),goat_mutton,0.5944827238361754,0.21504323685554752,2.372707585687126,0.8582835108232328,5711,probe,False
Beer,beer_pito,0.4746240689279761,0.13900821159910143,0.9813235321467858,0.2874106859181186,529,probe,True
Bread,beer_pito,0.5487458288088237,0.1592403525349639,1.1345762472471808,0.3292422686503568,5218,probe,False
Condiment,beer_pito,0.6553603817642011,0.051811404839473954,1.3550104319709604,0.10712425713554606,5998,probe,False
Herring (smoked),beer_pito,0.6180231950394707,0.044168652946262696,1.277812787865186,0.09132225134998248,5229,probe,False
Maize (flour/dough),beer_pito,0.5336587468214931,0.10779232313039368,1.1033824887447181,0.22286931952597103,6101,probe,False
Okra,beer_pito,0.6638795847069032,0.06401286983400215,1.3726245709708862,0.13235176983383856,5713,probe,False
Pepper,beer_pito,0.6926611375896621,0.0763082846491421,1.4321327522550185,0.1577735313615584,6797,probe,False
Pito,beer_pito,0.573956361587316,0.2456567409683826,1.1867010565291276,0.5079151196172128,521,probe,True
Salt,beer_pito,0.4836570747362676,0.07035107982405818,1.0,0.14545653004749237,5116,probe,False
Tomato (fresh),beer_pito,0.7551446705464456,0.056736536124425044,1.561322494782521,0.11730736318777678,6928,probe,False
Tomato (paste),beer_pito,0.6966721709071433,0.0785313585553294,1.4404258870544389,0.1623699159123261,5711,probe,False
Bread,crab_shrimp,0.498121960928977,0.09448097371777112,1.1156063893483898,0.21160194935960944,5218,probe,False
Condiment,crab_shrimp,0.6491033819317672,0.04426075676644285,1.4537481521196718,0.09912749671576708,5998,probe,False
Crab,crab_shrimp,0.4179260089077236,0.11522066491028846,0.9359975314937096,0.2580510799386642,325,probe,True
Herring (smoked),crab_shrimp,0.5955435136258854,0.019885171908258503,1.3337941328604817,0.04453532783973629,5229,probe,False
Maize (flour/dough),crab_shrimp,0.6544464322190213,0.0788312244562119,1.4657145810399184,0.17655237990209055,6101,probe,False
Okra,crab_shrimp,0.7765350600116864,0.04783260028021606,1.7391473222470353,0.1071270866922591,5713,probe,False
Pepper,crab_shrimp,0.7758311357462241,0.0491826639276164,1.7375707958744526,0.11015072296851948,6797,probe,False
Salt,crab_shrimp,0.4465033238290461,0.05225644035116746,1.0,0.11703482944546907,5116,probe,False
Shrimp,crab_shrimp,0.12958974589610397,0.13318933778189934,0.29023243272813876,0.29829416865190883,129,probe,True
Tomato (fresh),crab_shrimp,0.7184763663941434,0.04649726731434622,1.6091176214160239,0.1041364416184027,6928,probe,False
Tomato (paste),crab_shrimp,0.6632623986812709,0.050156226401643696,1.485459039797016,0.11233113780995534,5711,probe,False
Bread,named_spirits,0.504111177897564,0.15041123119404026,1.1145669313149331,0.3325524045834742,5218,probe,False
Condiment,named_spirits,0.6413985850598869,0.045438887170312615,1.418103156691366,0.1004633169353604,5998,probe,False
Gin,named_spirits,0.24773334564245975,0.30282460993205207,0.547727181905903,0.6695314665035915,103,probe,True
Herring (smoked),named_spirits,0.6051755237216909,0.044253363116001684,1.3380156123387004,0.09784217706553218,5229,probe,False
Maize (flour/dough),named_spirits,0.6412792801465034,0.0870173648632245,1.417839378943459,0.1923914437509732,6101,probe,False
Okra,named_spirits,0.7897164560206976,0.0425377492740622,1.7460272368226468,0.09404903273751558,5713,probe,False
Pepper,named_spirits,0.7323392831797697,0.07840904514473157,1.619168912181739,0.17335883960909854,6797,probe,False
Salt,named_spirits,0.45229332015335183,0.03439034028332412,1.0,0.07603548129267958,5116,probe,False
Tomato (fresh),named_spirits,0.6921935682005764,0.043814780731791535,1.5304085586890503,0.09687249132252486,6928,probe,False
Tomato (paste),named_spirits,0.6591702010922712,0.060329745332430046,1.4573953930356012,0.13338632839409392,5711,probe,False
Bread,tinned_milk_forms,0.61684475866483,0.044086313176016224,1.376373335950793,0.09837033562088777,5218,probe,False
Condiment,tinned_milk_forms,0.6514128743528226,0.03203483884240069,1.4535055998448723,0.0714797319500593,5998,probe,False
Herring (smoked),tinned_milk_forms,0.5735490034180943,0.05093011317663307,1.2797669820110358,0.1136409911709454,5229,probe,False
Maize (flour/dough),tinned_milk_forms,0.5768793239933823,0.05523141831939082,1.2871979674828362,0.12323854651225065,6101,probe,False
Milk (evaporated),tinned_milk_forms,0.6157124469557853,0.12855000053532595,1.3738467948358335,0.2868352054352485,1959,probe,True
Okra,tinned_milk_forms,0.7220700396791518,0.03869102469225303,1.611163806359469,0.08633176172607575,5713,probe,False
Pepper,tinned_milk_forms,0.7477610317119392,0.042579480742866056,1.6684884344953892,0.09500812178409863,6797,probe,False
Salt,tinned_milk_forms,0.44816674557177194,0.049017090608933105,1.0,0.10937244026527897,5116,probe,False
Tomato (fresh),tinned_milk_forms,0.7408005832566394,0.03363259231632394,1.6529574998062937,0.07504481902916607,6928,probe,False
Tomato (paste),tinned_milk_forms,0.6943412361726938,0.04462209556984978,1.549292184289247,0.09956583350003095,5711,probe,False
Bread,coconut_forms,0.5111883424726146,0.0623563698731908,1.1186310778364144,0.1364541548498837,5218,probe,False
Coconut (fresh),coconut_forms,0.42351213596270165,0.1495965029285041,0.9267696419625199,0.32736133320652905,964,probe,True
Condiment,coconut_forms,0.6359774386446908,0.03713260995240692,1.3917064779482233,0.08125711805754918,5998,probe,False
Herring (smoked),coconut_forms,0.5935588707498088,0.04931845585574222,1.2988821226528537,0.10792334810352618,5229,probe,False
Maize (flour/dough),coconut_forms,0.6707655321710745,0.06455865171102602,1.4678331015896404,0.1412733979766754,6101,probe,False
Okra,coconut_forms,0.7664804760386347,0.04846032929261455,1.6772856691222355,0.10604551372727963,5713,probe,False
Pepper,coconut_forms,0.7600827187002139,0.02727493981230791,1.663285486425196,0.059685624231150855,6797,probe,False
Salt,coconut_forms,0.456976703580704,0.03533707823166393,1.0,0.07732796432460425,5116,probe,False
Tomato (fresh),coconut_forms,0.7049657929418417,0.04422871959692185,1.5426733735395808,0.09678550186554723,6928,probe,False
Tomato (paste),coconut_forms,0.6576483095759573,0.05070232436936919,1.4391287442507752,0.11095166115052284,5711,probe,False
Bread,named_processed_fish,0.6129919523634388,0.06697356947744158,1.3929518359842292,0.15218952908978486,5218,probe,False
Condiment,named_processed_fish,0.6597041365590213,0.047373113277200556,1.4990997592762005,0.10764980659426546,5998,probe,False
Fish (canned),named_processed_fish,0.4341627287407541,0.08227845177514938,0.9865835396103105,0.18696806706881974,1374,probe,True
Herring (smoked),named_processed_fish,0.5721728535178576,0.043755297656037015,1.300195253355453,0.09942874774949237,5229,probe,False
Mackerel (processed),named_processed_fish,0.560276096191025,0.1169071353207747,1.2731612769765184,0.26565766182877965,1349,probe,True
Maize (flour/dough),named_processed_fish,0.6011585700503498,0.08090206890944597,1.3660618718413593,0.18384039951558884,6101,probe,False
Okra,named_processed_fish,0.7309572651207328,0.04848015799717721,1.661014081098831,0.11016543501200014,5713,probe,False
Pepper,named_processed_fish,0.7420703942013557,0.05150385906145096,1.6862673548109879,0.1170364386731549,6797,probe,False
Salt,named_processed_fish,0.44006686845013,0.0270749014756368,1.0,0.06152451687851849,5116,probe,False
Tomato (fresh),named_processed_fish,0.7294849840847548,0.04730457123583398,1.657668496276317,0.10749405289799659,6928,probe,False
Tomato (paste),named_processed_fish,0.7292165058533991,0.04826343057621436,1.6570584111946993,0.1096729475367986,5711,probe,False
Tuna (processed),named_processed_fish,0.12574091524055805,0.19162306785620192,0.28573138369494744,0.4354407968295331,131,probe,True
Bread,chicken_cuts,0.5608419177307893,0.10515914184136253,1.2645484150714976,0.2371057189944301,5218,probe,False
Chicken (breast),chicken_cuts,0.22475092053557727,0.11582173923552513,0.5067531711949315,0.2611470222727025,333,probe,True
Chicken (thigh),chicken_cuts,0.5444215145807124,0.10842655923370041,1.22752480089109,0.2444728706894666,1872,probe,True
Chicken (wing),chicken_cuts,0.3356093825221034,0.08327520598967979,0.7567093316929355,0.18776330088713156,658,probe,True
Condiment,chicken_cuts,0.6374935434090797,0.042212022572146554,1.4373773151585687,0.09517681284691852,5998,probe,False
Herring (smoked),chicken_cuts,0.6154359722687068,0.05912741752355961,1.3876433959487813,0.13331650105472007,5229,probe,False
Maize (flour/dough),chicken_cuts,0.6260820964835206,0.08053519846378548,1.4116475566166706,0.1815853172796067,6101,probe,False
Okra,chicken_cuts,0.7394008087173114,0.07063063399575346,1.6671509229359611,0.15925317536214856,5713,probe,False
Pepper,chicken_cuts,0.7668361123259593,0.04585857339677066,1.7290101895109218,0.10339880895664855,6797,probe,False
Salt,chicken_cuts,0.4435116212605266,0.030870353905562982,1.0,0.06960438560285027,5116,probe,False
Tomato (fresh),chicken_cuts,0.7387114189603801,0.04883850849316913,1.6655965335493381,0.1101177650190152,6928,probe,False
Tomato (paste),chicken_cuts,0.7168769927954088,0.06450473799153494,1.6163657465343,0.14544091946948942,5711,probe,False
Bread,pork_cuts,0.47272619064569926,0.06582118331343095,1.0382850573630154,0.14456815053750174,5218,probe,False
Condiment,pork_cuts,0.6311458522243492,0.0470003383135038,1.386234400268995,0.10323047448515932,5998,probe,False
Herring (smoked),pork_cuts,0.5976954425830676,0.03826744782796613,1.3127646810520948,0.08404975237129371,5229,probe,False
Maize (flour/dough),pork_cuts,0.6649584197170353,0.07244047762981334,1.4604995547568,0.15910661807956936,6101,probe,False
Okra,pork_cuts,0.7605470443051369,0.05528150034935395,1.6704482365257223,0.12141903050250366,5713,probe,False
Pepper,pork_cuts,0.7612562032548279,0.04647863635636848,1.672005817119583,0.1020846201677779,6797,probe,False
Salt,pork_cuts,0.45529518824657433,0.03442904115920488,1.0,0.075619163232973,5116,probe,False
Tomato (fresh),pork_cuts,0.7065364015395809,0.042040764482350626,1.551820488726408,0.09233737928190579,6928,probe,False
Tomato (paste),pork_cuts,0.6534075353360035,0.06198304662817997,1.4351294549199967,0.13613815438482474,5711,probe,False
Bread,sausage,0.5076942382603726,0.08922727254906612,,,5218,probe,False
Condiment,sausage,0.5830207109678551,0.044263029280188944,,,5998,probe,False
Herring (smoked),sausage,0.60130560500941,0.07728701088550115,,,5229,probe,False
Maize (flour/dough),sausage,0.6601062084084748,0.05198408353037814,,,6101,probe,False
Okra,sausage,0.7522950951678197,0.06321735907640194,,,5713,probe,False
Pepper,sausage,0.7578179487344763,0.04984481281529126,,,6797,probe,False
Sausage (chicken),sausage,0.2697444878713245,0.183166196332389,,,61,probe,True
Tomato (fresh),sausage,0.7206479285396693,0.04068782246053169,,,6928,probe,False
Tomato (paste),sausage,0.6460678504797646,0.05641636587685788,,,5711,probe,False
Bread,millet_sorghum_grain,0.41349916261695563,0.15051495737759624,0.8001345983548931,0.2912514361710789,5218,probe,False
Condiment,millet_sorghum_grain,0.5967052649122188,0.05726926190458342,1.154644484538094,0.11081792181173826,5998,probe,False
Guinea Corn/Sorghum,millet_sorghum_grain,0.868711694258584,0.19209049048919835,1.6809859496999344,0.3717014720964436,749,probe,True
Herring (smoked),millet_sorghum_grain,0.5855590078574345,0.07979616352285067,1.1330761073369247,0.15440822381970018,5229,probe,False
Maize (flour/dough),millet_sorghum_grain,0.5610943789139783,0.08622399583946948,1.085736238666605,0.16684629260900685,6101,probe,False
Millet,millet_sorghum_grain,0.8078348425450237,0.1461260544911514,1.5631872219185625,0.2827587634748654,649,probe,True
Okra,millet_sorghum_grain,0.7806757943241744,0.06527291361115398,1.5106335625535476,0.12630525340167337,5713,probe,False
Pepper,millet_sorghum_grain,0.7358309132020091,0.08565414640442517,1.423857229760352,0.16574361504626095,6797,probe,False
Salt,millet_sorghum_grain,0.516787004920329,0.07720001921931191,1.0,0.14938459845988877,5116,probe,False
Tomato (fresh),millet_sorghum_grain,0.7042657822532277,0.08039161132853678,1.3627776541358687,0.15556043507891695,6928,probe,False
Tomato (paste),millet_sorghum_grain,0.6223573339258676,0.09783109983006473,1.2042820891400199,0.18930642392052208,5711,probe,False
