country,feature,wave,tier,coverage,n_rows,detail
Malawi,cluster_features,2013-14,sane,declared,204,warn: has_household_index
Malawi,cluster_features,2016-17,builds,declared,880,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Malawi,cluster_features,2019-20,sane,declared,819,warn: has_household_index
Malawi,community_prices,2004-05,absent,absent,,source not declared for wave
Malawi,community_prices,2010-11,sane,declared,39166,"warn: no_null_index_levels,has_household_index"
Malawi,community_prices,2013-14,sane,declared,6511,"warn: no_null_index_levels,has_household_index"
Malawi,community_prices,2016-17,absent,absent,,source not declared for wave
Malawi,community_prices,2019-20,sane,declared,36958,"warn: no_null_index_levels,has_household_index"
Malawi,crop_production,2004-05,absent,absent,,source not declared for wave
Malawi,crop_production,2010-11,sane,declared,33349,warn: index_levels_match_scheme
Malawi,crop_production,2013-14,sane,declared,12602,warn: index_levels_match_scheme
Malawi,crop_production,2016-17,sane,declared,36003,warn: index_levels_match_scheme
Malawi,crop_production,2019-20,sane,declared,49425,warn: index_levels_match_scheme
Malawi,food_acquired,2004-05,sane,declared,176193,warn: index_levels_match_scheme
Malawi,food_acquired,2010-11,sane,declared,198354,warn: index_levels_match_scheme
Malawi,food_acquired,2013-14,sane,declared,81680,warn: index_levels_match_scheme
Malawi,food_acquired,2016-17,sane,declared,245459,warn: index_levels_match_scheme
Malawi,food_acquired,2019-20,sane,declared,269845,warn: index_levels_match_scheme
Malawi,food_coping,2004-05,absent,absent,,source not declared for wave
Malawi,food_coping,2010-11,sane,declared,61355,warn: index_levels_match_scheme
Malawi,food_coping,2013-14,sane,declared,19994,warn: index_levels_match_scheme
Malawi,food_coping,2016-17,sane,declared,62232,warn: index_levels_match_scheme
Malawi,food_coping,2019-20,sane,declared,57157,warn: index_levels_match_scheme
Malawi,food_expenditures,2004-05,sane,declared,108094,all checks pass
Malawi,food_expenditures,2010-11,sane,declared,137065,all checks pass
Malawi,food_expenditures,2013-14,sane,declared,59264,all checks pass
Malawi,food_expenditures,2016-17,sane,declared,179045,all checks pass
Malawi,food_expenditures,2019-20,sane,declared,198512,all checks pass
Malawi,food_prices,2004-05,sane,declared,108057,all checks pass
Malawi,food_prices,2010-11,sane,declared,137003,all checks pass
Malawi,food_prices,2013-14,sane,declared,59263,all checks pass
Malawi,food_prices,2016-17,sane,declared,178755,all checks pass
Malawi,food_prices,2019-20,sane,declared,198535,all checks pass
Malawi,food_quantities,2004-05,sane,declared,176146,all checks pass
Malawi,food_quantities,2010-11,sane,declared,198241,all checks pass
Malawi,food_quantities,2013-14,sane,declared,81675,all checks pass
Malawi,food_quantities,2016-17,sane,declared,245146,all checks pass
Malawi,food_quantities,2019-20,sane,declared,269820,all checks pass
Malawi,food_security,2004-05,absent,absent,,source not declared for wave
Malawi,food_security,2010-11,absent,absent,,source not declared for wave
Malawi,food_security,2013-14,sane,declared,4000,warn: index_levels_match_scheme
Malawi,food_security,2016-17,builds,declared,12446,fail: no_null_index_levels; warn: index_levels_match_scheme
Malawi,food_security,2019-20,sane,declared,11432,warn: index_levels_match_scheme
Malawi,household_characteristics,2004-05,sane,declared,11276,all checks pass
Malawi,household_characteristics,2010-11,sane,declared,12262,all checks pass
Malawi,household_characteristics,2013-14,sane,declared,3997,all checks pass
Malawi,household_characteristics,2016-17,sane,declared,14783,all checks pass
Malawi,household_characteristics,2019-20,sane,declared,14600,all checks pass
Malawi,household_roster,2004-05,sane,declared,52707,warn: index_levels_match_scheme
Malawi,household_roster,2010-11,sane,declared,56409,warn: index_levels_match_scheme
Malawi,household_roster,2013-14,sane,declared,20220,warn: index_levels_match_scheme
Malawi,household_roster,2016-17,sane,declared,66151,warn: index_levels_match_scheme
Malawi,household_roster,2019-20,sane,declared,65125,warn: index_levels_match_scheme
Malawi,housing,2004-05,sane,declared,11280,warn: index_levels_match_scheme
Malawi,housing,2010-11,sane,declared,12271,warn: index_levels_match_scheme
Malawi,housing,2013-14,sane,declared,4000,warn: index_levels_match_scheme
Malawi,housing,2016-17,sane,declared,14955,warn: index_levels_match_scheme
Malawi,housing,2019-20,sane,declared,14612,warn: index_levels_match_scheme
Malawi,individual_education,2004-05,sane,declared,32607,warn: index_levels_match_scheme
Malawi,individual_education,2010-11,sane,declared,38528,warn: index_levels_match_scheme
Malawi,individual_education,2013-14,sane,declared,14778,warn: index_levels_match_scheme
Malawi,individual_education,2016-17,sane,declared,49435,warn: index_levels_match_scheme
Malawi,individual_education,2019-20,sane,declared,49319,warn: index_levels_match_scheme
Malawi,interview_date,2004-05,sane,declared,11280,warn: index_levels_match_scheme
Malawi,interview_date,2010-11,sane,declared,15518,warn: index_levels_match_scheme
Malawi,interview_date,2013-14,sane,declared,7967,warn: index_levels_match_scheme
Malawi,interview_date,2016-17,sane,declared,17269,warn: index_levels_match_scheme
Malawi,interview_date,2019-20,sane,declared,17450,warn: index_levels_match_scheme
Malawi,livestock,2004-05,absent,absent,,source not declared for wave
Malawi,livestock,2010-11,sane,declared,11329,all checks pass
Malawi,livestock,2013-14,sane,declared,4099,all checks pass
Malawi,livestock,2016-17,sane,declared,11445,all checks pass
Malawi,livestock,2019-20,sane,declared,12253,all checks pass
Malawi,months_food_inadequate,2004-05,absent,absent,,source not declared for wave
Malawi,months_food_inadequate,2010-11,sane,declared,12271,warn: index_levels_match_scheme
Malawi,months_food_inadequate,2013-14,sane,declared,4000,warn: index_levels_match_scheme
Malawi,months_food_inadequate,2016-17,sane,declared,12447,warn: index_levels_match_scheme
Malawi,months_food_inadequate,2019-20,sane,declared,11434,warn: index_levels_match_scheme
Malawi,people_last7days,2004-05,absent,absent,,source not declared for wave
Malawi,people_last7days,2010-11,sane,declared,56218,warn: index_levels_match_scheme
Malawi,people_last7days,2013-14,sane,declared,20219,warn: index_levels_match_scheme
Malawi,people_last7days,2016-17,sane,declared,66151,warn: index_levels_match_scheme
Malawi,people_last7days,2019-20,sane,declared,65125,warn: index_levels_match_scheme
Malawi,plot_features,2004-05,absent,absent,,source not declared for wave
Malawi,plot_features,2010-11,sane,declared,18990,"warn: index_levels_match_scheme,no_constant_columns"
Malawi,plot_features,2013-14,sane,declared,6331,"warn: index_levels_match_scheme,no_constant_columns"
Malawi,plot_features,2016-17,builds,declared,19759,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Malawi,plot_features,2019-20,builds,declared,23259,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Malawi,plot_inputs,2004-05,absent,absent,,source not declared for wave
Malawi,plot_inputs,2010-11,builds,declared,46627,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_null_index_levels,no_constant_columns"
Malawi,plot_inputs,2013-14,builds,declared,16188,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_null_index_levels,no_constant_columns"
Malawi,plot_inputs,2016-17,sane,declared,52494,"warn: index_levels_match_scheme,no_null_index_levels,no_constant_columns"
Malawi,plot_inputs,2019-20,sane,declared,64875,"warn: index_levels_match_scheme,no_null_index_levels,no_constant_columns"
Malawi,plot_labor,2004-05,absent,absent,,source not declared for wave
Malawi,plot_labor,2010-11,sane,declared,21016,warn: index_levels_match_scheme
Malawi,plot_labor,2013-14,sane,declared,9197,warn: index_levels_match_scheme
Malawi,plot_labor,2016-17,sane,declared,22627,warn: index_levels_match_scheme
Malawi,plot_labor,2019-20,sane,declared,27157,warn: index_levels_match_scheme
Malawi,sample,2004-05,sane,declared,11280,all checks pass
Malawi,sample,2010-11,sane,declared,12271,all checks pass
Malawi,sample,2013-14,sane,declared,4000,all checks pass
Malawi,sample,2016-17,sane,declared,14955,all checks pass
Malawi,sample,2019-20,sane,declared,14612,all checks pass
Malawi,shocks,2004-05,builds,declared,28389,fail: no_all_null_columns; warn: no_constant_columns
Malawi,shocks,2010-11,sane,declared,17422,all checks pass
Malawi,shocks,2013-14,sane,declared,9952,all checks pass
Malawi,shocks,2016-17,sane,declared,27904,all checks pass
Malawi,shocks,2019-20,sane,declared,21024,all checks pass
Malawi,subjective_well_being,2004-05,absent,absent,,source not declared for wave
Malawi,subjective_well_being,2010-11,sane,declared,12270,warn: index_levels_match_scheme
Malawi,subjective_well_being,2013-14,absent,absent,,source not declared for wave
Malawi,subjective_well_being,2016-17,builds,declared,12445,fail: no_null_index_levels; warn: index_levels_match_scheme
Malawi,subjective_well_being,2019-20,sane,declared,11432,warn: index_levels_match_scheme
Mali,assets,2014-15,absent,absent,,source not declared for wave
Mali,assets,2017-18,absent,absent,,source not declared for wave
Mali,assets,2018-19,sane,declared,37691,all checks pass
Mali,assets,2021-22,sane,declared,37899,all checks pass
Mali,cluster_features,2014-15,sane,declared,989,warn: has_household_index
Mali,cluster_features,2017-18,sane,declared,953,warn: has_household_index
Mali,cluster_features,2018-19,sane,declared,551,warn: has_household_index
Mali,cluster_features,2021-22,sane,declared,513,warn: has_household_index
Mali,community_prices,2014-15,sane,declared,23646,warn: has_household_index
Mali,community_prices,2017-18,absent,absent,,source not declared for wave
Mali,community_prices,2018-19,absent,absent,,source not declared for wave
Mali,community_prices,2021-22,absent,absent,,source not declared for wave
Mali,crop_production,2014-15,sane,declared,10341,warn: index_levels_match_scheme
Mali,crop_production,2017-18,builds,declared,24719,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Mali,crop_production,2018-19,absent,absent,,source not declared for wave
Mali,crop_production,2021-22,absent,absent,,source not declared for wave
Mali,food_acquired,2014-15,sane,declared,122085,all checks pass
Mali,food_acquired,2017-18,absent,absent,,source not declared for wave
Mali,food_acquired,2018-19,sane,declared,161564,all checks pass
Mali,food_acquired,2021-22,sane,declared,146622,all checks pass
Mali,food_coping,2014-15,sane,declared,18261,warn: index_levels_match_scheme
Mali,food_coping,2017-18,absent,absent,,source not declared for wave
Mali,food_coping,2018-19,absent,absent,,source not declared for wave
Mali,food_coping,2021-22,absent,absent,,source not declared for wave
Mali,food_expenditures,2014-15,sane,declared,90925,all checks pass
Mali,food_expenditures,2017-18,absent,absent,,source not declared for wave
Mali,food_expenditures,2018-19,sane,declared,126586,all checks pass
Mali,food_expenditures,2021-22,sane,declared,115808,all checks pass
Mali,food_prices,2014-15,sane,declared,99954,all checks pass
Mali,food_prices,2017-18,absent,absent,,source not declared for wave
Mali,food_prices,2018-19,sane,declared,125873,all checks pass
Mali,food_prices,2021-22,sane,declared,116367,all checks pass
Mali,food_quantities,2014-15,sane,declared,108711,all checks pass
Mali,food_quantities,2017-18,absent,absent,,source not declared for wave
Mali,food_quantities,2018-19,sane,declared,160851,all checks pass
Mali,food_quantities,2021-22,sane,declared,144855,all checks pass
Mali,food_security,2014-15,absent,absent,,source not declared for wave
Mali,food_security,2017-18,absent,absent,,source not declared for wave
Mali,food_security,2018-19,sane,declared,6596,warn: index_levels_match_scheme
Mali,food_security,2021-22,sane,declared,6137,warn: index_levels_match_scheme
Mali,household_characteristics,2014-15,sane,declared,3779,all checks pass
Mali,household_characteristics,2017-18,sane,declared,8386,all checks pass
Mali,household_characteristics,2018-19,sane,declared,6476,warn: no_constant_columns
Mali,household_characteristics,2021-22,dropped,declared,,declared for wave but absent from built t-index
Mali,household_roster,2014-15,sane,declared,5149,warn: index_levels_match_scheme
Mali,household_roster,2017-18,sane,declared,94071,warn: index_levels_match_scheme
Mali,household_roster,2018-19,sane,declared,46014,"warn: index_levels_match_scheme,no_constant_columns"
Mali,household_roster,2021-22,builds,declared,43472,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Mali,housing,2014-15,sane,declared,3804,warn: index_levels_match_scheme
Mali,housing,2017-18,sane,declared,8390,warn: index_levels_match_scheme
Mali,housing,2018-19,sane,declared,6602,warn: index_levels_match_scheme
Mali,housing,2021-22,sane,declared,6143,warn: index_levels_match_scheme
Mali,individual_education,2014-15,sane,declared,2093,warn: index_levels_match_scheme
Mali,individual_education,2017-18,sane,declared,23825,warn: index_levels_match_scheme
Mali,individual_education,2018-19,sane,declared,46014,warn: index_levels_match_scheme
Mali,individual_education,2021-22,sane,declared,43472,warn: index_levels_match_scheme
Mali,interview_date,2014-15,sane,declared,3804,all checks pass
Mali,interview_date,2017-18,sane,declared,8390,all checks pass
Mali,interview_date,2018-19,sane,declared,6602,all checks pass
Mali,interview_date,2021-22,sane,declared,6143,all checks pass
Mali,livestock,2014-15,sane,declared,9939,all checks pass
Mali,livestock,2017-18,sane,declared,30757,all checks pass
Mali,livestock,2018-19,absent,absent,,source not declared for wave
Mali,livestock,2021-22,absent,absent,,source not declared for wave
Mali,panel_ids,,sane,declared,5011,5011 entries
Mali,people_last7days,2014-15,sane,declared,37175,warn: index_levels_match_scheme
Mali,people_last7days,2017-18,sane,declared,94071,warn: index_levels_match_scheme
Mali,people_last7days,2018-19,absent,absent,,source not declared for wave
Mali,people_last7days,2021-22,absent,absent,,source not declared for wave
Mali,plot_features,2014-15,absent,absent,,source not declared for wave
Mali,plot_features,2017-18,absent,absent,,source not declared for wave
Mali,plot_features,2018-19,sane,declared,7323,"warn: index_levels_match_scheme,no_constant_columns"
Mali,plot_features,2021-22,sane,declared,6638,"warn: index_levels_match_scheme,no_constant_columns"
Mali,plot_inputs,2014-15,sane,declared,33008,"warn: index_levels_match_scheme,no_null_index_levels"
Mali,plot_inputs,2017-18,sane,declared,80727,"warn: index_levels_match_scheme,no_null_index_levels"
Mali,plot_inputs,2018-19,absent,absent,,source not declared for wave
Mali,plot_inputs,2021-22,absent,absent,,source not declared for wave
Mali,plot_labor,2014-15,sane,declared,14843,warn: index_levels_match_scheme
Mali,plot_labor,2017-18,sane,declared,37214,warn: index_levels_match_scheme
Mali,plot_labor,2018-19,absent,absent,,source not declared for wave
Mali,plot_labor,2021-22,absent,absent,,source not declared for wave
Mali,sample,2014-15,builds,declared,3804,fail: no_all_null_columns; warn: no_constant_columns
Mali,sample,2017-18,sane,declared,8390,all checks pass
Mali,sample,2018-19,builds,declared,6602,fail: no_all_null_columns; warn: no_constant_columns
Mali,sample,2021-22,builds,declared,6143,fail: no_all_null_columns; warn: no_constant_columns
Mali,shocks,2014-15,sane,declared,5837,all checks pass
Mali,shocks,2017-18,sane,declared,6216,all checks pass
Mali,shocks,2018-19,sane,declared,9837,warn: no_constant_columns
Mali,shocks,2021-22,sane,declared,4884,all checks pass
Mali,subjective_well_being,2014-15,absent,absent,,source not declared for wave
Mali,subjective_well_being,2017-18,absent,absent,,source not declared for wave
Mali,subjective_well_being,2018-19,sane,declared,6584,warn: index_levels_match_scheme
Mali,subjective_well_being,2021-22,sane,declared,6105,warn: index_levels_match_scheme
Mali,updated_ids,,sane,declared,4,4 entries
Nepal,assets,1995-96,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' neither as a DVC output nor as a Git-tracked file.
Nepal,assets,2003-04,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' neither as a DVC output nor as a Git-tracked file.
Nepal,assets,2010-11,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/R1_Z06C_Durables.dta' neither as a DVC output nor as a Git-tracked file.
Nepal,cluster_features,1995-96,absent,absent,,source not declared for wave
Nepal,cluster_features,2003-04,absent,absent,,source not declared for wave
Nepal,cluster_features,2010-11,absent,absent,,source not declared for wave
Nepal,food_acquired,1995-96,absent,absent,,source not declared for wave
Nepal,food_acquired,2003-04,absent,absent,,source not declared for wave
Nepal,food_acquired,2010-11,absent,absent,,source not declared for wave
Nepal,food_expenditures,1995-96,absent,absent,,source not declared for wave
Nepal,food_expenditures,2003-04,absent,absent,,source not declared for wave
Nepal,food_expenditures,2010-11,absent,absent,,source not declared for wave
Nepal,food_prices,1995-96,absent,absent,,source not declared for wave
Nepal,food_prices,2003-04,absent,absent,,source not declared for wave
Nepal,food_prices,2010-11,absent,absent,,source not declared for wave
Nepal,food_quantities,1995-96,absent,absent,,source not declared for wave
Nepal,food_quantities,2003-04,absent,absent,,source not declared for wave
Nepal,food_quantities,2010-11,absent,absent,,source not declared for wave
Nepal,household_characteristics,1995-96,absent,absent,,source not declared for wave
Nepal,household_characteristics,2003-04,absent,absent,,source not declared for wave
Nepal,household_characteristics,2010-11,absent,absent,,source not declared for wave
Nepal,household_roster,1995-96,absent,absent,,source not declared for wave
Nepal,household_roster,2003-04,absent,absent,,source not declared for wave
Nepal,household_roster,2010-11,absent,absent,,source not declared for wave
Nepal,individual_education,1995-96,absent,absent,,source not declared for wave
Nepal,individual_education,2003-04,absent,absent,,source not declared for wave
Nepal,individual_education,2010-11,absent,absent,,source not declared for wave
Nepal,interview_date,1995-96,absent,absent,,source not declared for wave
Nepal,interview_date,2003-04,absent,absent,,source not declared for wave
Nepal,interview_date,2010-11,absent,absent,,source not declared for wave
Nepal,sample,1995-96,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' neither as a DVC output nor as a Git-tracked file.
Nepal,sample,2003-04,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' neither as a DVC output nor as a Git-tracked file.
Nepal,sample,2010-11,broken,declared,,PathMissingError: The path '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' does not exist in the target repository '/global/scratch/fsa/fc_jevons/ligon/mirrors/LSMS_Library/lsms_library/countries/Nepal/1995-96/Data/../Data/c1_nlss_public.dta' neither as a DVC output nor as a Git-tracked file.
Niger,assets,2011-12,sane,declared,19506,warn: low_duplicate_rate
Niger,assets,2014-15,sane,declared,17070,warn: low_duplicate_rate
Niger,assets,2018-19,sane,declared,26566,all checks pass
Niger,assets,2021-22,sane,declared,31139,all checks pass
Niger,cluster_features,2011-12,builds,declared,270,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Niger,cluster_features,2014-15,builds,declared,270,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Niger,cluster_features,2018-19,sane,declared,504,warn: has_household_index
Niger,cluster_features,2021-22,sane,declared,555,warn: has_household_index
Niger,community_prices,2011-12,sane,declared,8923,warn: has_household_index
Niger,community_prices,2014-15,sane,declared,6500,warn: has_household_index
Niger,community_prices,2018-19,absent,absent,,source not declared for wave
Niger,community_prices,2021-22,absent,absent,,source not declared for wave
Niger,crop_production,2011-12,builds,declared,8813,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,crop_production,2014-15,builds,declared,8403,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,crop_production,2018-19,builds,declared,13717,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,crop_production,2021-22,builds,declared,10963,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,food_acquired,2011-12,absent,absent,,source not declared for wave
Niger,food_acquired,2014-15,absent,absent,,source not declared for wave
Niger,food_acquired,2018-19,sane,declared,107939,all checks pass
Niger,food_acquired,2021-22,sane,declared,131092,all checks pass
Niger,food_expenditures,2011-12,absent,absent,,source not declared for wave
Niger,food_expenditures,2014-15,absent,absent,,source not declared for wave
Niger,food_expenditures,2018-19,sane,declared,86199,all checks pass
Niger,food_expenditures,2021-22,sane,declared,112932,all checks pass
Niger,food_prices,2011-12,absent,absent,,source not declared for wave
Niger,food_prices,2014-15,absent,absent,,source not declared for wave
Niger,food_prices,2018-19,sane,declared,85741,all checks pass
Niger,food_prices,2021-22,sane,declared,112629,all checks pass
Niger,food_quantities,2011-12,absent,absent,,source not declared for wave
Niger,food_quantities,2014-15,absent,absent,,source not declared for wave
Niger,food_quantities,2018-19,sane,declared,107481,all checks pass
Niger,food_quantities,2021-22,sane,declared,130784,all checks pass
Niger,food_security,2011-12,absent,absent,,source not declared for wave
Niger,food_security,2014-15,sane,declared,3557,warn: index_levels_match_scheme
Niger,food_security,2018-19,sane,declared,6021,warn: index_levels_match_scheme
Niger,food_security,2021-22,sane,declared,6619,warn: index_levels_match_scheme
Niger,household_characteristics,2011-12,sane,declared,3961,all checks pass
Niger,household_characteristics,2014-15,sane,declared,3558,all checks pass
Niger,household_characteristics,2018-19,sane,declared,6024,all checks pass
Niger,household_characteristics,2021-22,sane,declared,6564,all checks pass
Niger,household_roster,2011-12,sane,declared,25125,warn: index_levels_match_scheme
Niger,household_roster,2014-15,sane,declared,22506,warn: index_levels_match_scheme
Niger,household_roster,2018-19,sane,declared,35406,warn: index_levels_match_scheme
Niger,household_roster,2021-22,sane,declared,38754,warn: index_levels_match_scheme
Niger,housing,2011-12,sane,declared,3968,warn: index_levels_match_scheme
Niger,housing,2014-15,sane,declared,3558,warn: index_levels_match_scheme
Niger,housing,2018-19,sane,declared,6024,warn: index_levels_match_scheme
Niger,housing,2021-22,sane,declared,6622,warn: index_levels_match_scheme
Niger,individual_education,2011-12,sane,declared,3452,warn: index_levels_match_scheme
Niger,individual_education,2014-15,sane,declared,2821,warn: index_levels_match_scheme
Niger,individual_education,2018-19,sane,declared,35406,warn: index_levels_match_scheme
Niger,individual_education,2021-22,sane,declared,38753,warn: index_levels_match_scheme
Niger,interview_date,2011-12,absent,absent,,source not declared for wave
Niger,interview_date,2014-15,absent,absent,,source not declared for wave
Niger,interview_date,2018-19,sane,declared,18067,warn: index_levels_match_scheme
Niger,interview_date,2021-22,sane,declared,19831,warn: index_levels_match_scheme
Niger,livestock,2011-12,sane,declared,6614,all checks pass
Niger,livestock,2014-15,sane,declared,4998,all checks pass
Niger,livestock,2018-19,sane,declared,9764,all checks pass
Niger,livestock,2021-22,sane,declared,8834,all checks pass
Niger,panel_ids,,sane,declared,7840,7840 entries
Niger,people_last7days,2011-12,sane,declared,25125,warn: index_levels_match_scheme
Niger,people_last7days,2014-15,sane,declared,26369,warn: index_levels_match_scheme
Niger,people_last7days,2018-19,builds,declared,35148,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,people_last7days,2021-22,builds,declared,38442,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Niger,plot_features,2011-12,absent,absent,,source not declared for wave
Niger,plot_features,2014-15,absent,absent,,source not declared for wave
Niger,plot_features,2018-19,sane,declared,6684,"warn: index_levels_match_scheme,no_constant_columns"
Niger,plot_features,2021-22,sane,declared,5729,"warn: index_levels_match_scheme,no_constant_columns"
Niger,plot_inputs,2011-12,sane,declared,8465,warn: index_levels_match_scheme
Niger,plot_inputs,2014-15,sane,declared,8071,warn: index_levels_match_scheme
Niger,plot_inputs,2018-19,sane,declared,13395,warn: index_levels_match_scheme
Niger,plot_inputs,2021-22,sane,declared,12433,warn: index_levels_match_scheme
Niger,plot_labor,2011-12,sane,declared,19643,warn: index_levels_match_scheme
Niger,plot_labor,2014-15,sane,declared,15803,warn: index_levels_match_scheme
Niger,plot_labor,2018-19,sane,declared,9457,warn: index_levels_match_scheme
Niger,plot_labor,2021-22,sane,declared,8006,warn: index_levels_match_scheme
Niger,sample,2011-12,sane,declared,3968,all checks pass
Niger,sample,2014-15,builds,declared,3558,fail: no_all_null_columns; warn: no_constant_columns
Niger,sample,2018-19,builds,declared,6024,fail: no_all_null_columns; warn: no_constant_columns
Niger,sample,2021-22,builds,declared,6622,fail: no_all_null_columns; warn: no_constant_columns
Niger,shocks,2011-12,sane,declared,4298,all checks pass
Niger,shocks,2014-15,sane,declared,3771,all checks pass
Niger,shocks,2018-19,builds,declared,6551,fail: no_all_null_columns; warn: no_constant_columns
Niger,shocks,2021-22,sane,declared,2876,all checks pass
Niger,subjective_well_being,2011-12,absent,absent,,source not declared for wave
Niger,subjective_well_being,2014-15,absent,absent,,source not declared for wave
Niger,subjective_well_being,2018-19,sane,declared,5998,warn: index_levels_match_scheme
Niger,subjective_well_being,2021-22,sane,declared,6545,warn: index_levels_match_scheme
Niger,updated_ids,,sane,declared,4,4 entries
Nigeria,anthropometry,2010Q3,absent,absent,,source not declared for wave
Nigeria,anthropometry,2011Q1,absent,absent,,source not declared for wave
Nigeria,anthropometry,2012Q3,absent,absent,,source not declared for wave
Nigeria,anthropometry,2013Q1,absent,absent,,source not declared for wave
Nigeria,anthropometry,2015Q3,absent,absent,,source not declared for wave
Nigeria,anthropometry,2016Q1,absent,absent,,source not declared for wave
Nigeria,anthropometry,2018Q3,absent,absent,,source not declared for wave
Nigeria,anthropometry,2019Q1,absent,absent,,source not declared for wave
Nigeria,anthropometry,2023Q3,absent,absent,,source not declared for wave
Nigeria,anthropometry,2024Q1,absent,absent,,source not declared for wave
Nigeria,assets,2010Q3,builds,declared,38947,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,assets,2011Q1,builds,declared,38947,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,assets,2012Q3,sane,declared,161125,all checks pass
Nigeria,assets,2013Q1,sane,declared,161125,all checks pass
Nigeria,assets,2015Q3,sane,declared,188229,all checks pass
Nigeria,assets,2016Q1,sane,declared,188229,all checks pass
Nigeria,assets,2018Q3,sane,declared,44358,all checks pass
Nigeria,assets,2019Q1,sane,declared,44358,all checks pass
Nigeria,assets,2023Q3,absent,absent,,source not declared for wave
Nigeria,assets,2024Q1,absent,absent,,source not declared for wave
Nigeria,cluster_features,2010Q3,builds,declared,411,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2011Q1,builds,declared,411,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2012Q3,sane,declared,410,warn: has_household_index
Nigeria,cluster_features,2013Q1,sane,declared,410,warn: has_household_index
Nigeria,cluster_features,2015Q3,builds,declared,402,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2016Q1,builds,declared,402,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2018Q3,builds,declared,405,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2019Q1,builds,declared,405,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Nigeria,cluster_features,2023Q3,absent,absent,,source not declared for wave
Nigeria,cluster_features,2024Q1,absent,absent,,source not declared for wave
Nigeria,community_prices,2010Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,community_prices,2011Q1,sane,declared,24074,warn: has_household_index
Nigeria,community_prices,2012Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,community_prices,2013Q1,sane,declared,23943,warn: has_household_index
Nigeria,community_prices,2015Q3,dropped,declared,,declared for wave but absent from built t-index
